,recruitment_title,url,career,education,due_date,company_name,jobs,skills
5538,웹/앱 디자이너(퍼블리셔) - 신입/경력 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44595355,경력무관,학력무관,06/01(토),다온플레이스㈜,"웹퍼블리셔,프론트엔드개발자","illustrator,indesign,photoshop,gtq자격,microsoftoffice,컴퓨터그래픽스운용기능사자격,컴퓨터활용능력"
5539,펌웨어 개발자(스마트팜/로봇제어) 정규직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44629303,경력 (3년이상),초대졸이상,05/31(금),다운,시스템엔지니어,"펌웨어,웹개발,임베디드,stm32mcu"
5540,[강남역] 다움성형외과 홈페이지 관리자 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44619440,경력 (1년이상),학력무관,06/06(목),다움성형외과의원,웹퍼블리셔,명시되어있지않음
5541,네트워크 엔지니어 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44485608,신입·경력 (1년이상),고졸이상,06/16(일),다원티에스,"네트워크엔지니어,보안엔지니어",명시되어있지않음
5542,㈜다인리더스 2024년도 하반기 신입 및 경력 부문별 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44584705,신입·경력 (3년이상),학력무관,상시채용,다인리더스,"웹개발자,웹퍼블리셔","java,javascript,jquery,oracle,unity,adobexd,figma,photoshop"
5543,프론트엔드 개발자 채용(경력2년 이상),https://www.jobkorea.co.kr//Recruit/GI_Read/44465211,경력 (2년이상),학력무관,상시채용,다인스㈜,프론트엔드개발자,"css,html5,javascript,jsp,react,restapi,typescript,webpack,chart.js,next.js"
5544,소프트웨어 설치 점검 유지보수 기술지원 신입 경력 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44356128,경력 (2년이상),학력무관,05/31(금),다인정보기술,시스템엔지니어,"excel,powerpoint,워드,oa,정보통신기사자격,한글"
5545,하드웨어/펌웨어 개발자 채용(석사 우대),https://www.jobkorea.co.kr//Recruit/GI_Read/44366650,경력무관,대졸이상,06/01(토),다중지능연구소,하드웨어개발자,명시되어있지않음
5546,안드로이드 개발 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44596738,경력 (1년이상),학력무관,05/20(월),다큐브㈜,앱개발자,"java,kotlin,restapi,rxjava"
5547,[5월][7개월][의왕역]클라우드 엔지니어 모십니다.,https://www.jobkorea.co.kr//Recruit/GI_Read/44512883,경력 (10년이상),학력무관,05/22(수),단감소프트,"시스템엔지니어,클라우드엔지니어,하드웨어개발자","git,jenkins,kubernetes,grafana,openstack,nexus,prometheus,devops"
5548,[프론트엔드/백엔드/Chat GPT 챗봇] AI 웹개발자 (경력) 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44635691,경력 (3년이상),대졸이상,06/07(금),달기나라㈜,"소프트웨어개발자,웹개발자,머신러닝엔지니어",명시되어있지않음
5549,"초,중,고등학교 대상 전문 직업인 멘토링 강사 모집 (투잡 가능)",https://www.jobkorea.co.kr//Recruit/GI_Read/44506880,신입·경력,학력무관,상시채용,달꿈,"웹개발자,데이터엔지니어",명시되어있지않음
5550,앱개발자 정규직 구인,https://www.jobkorea.co.kr//Recruit/GI_Read/44560547,경력 (4년이상),학력무관,05/10(금),달다구리㈜,앱개발자,"android,ios,javascript,reactnative"
5551,(주)대교 콘텐츠 개발자 & 서비스 기획자 경력 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44378277,경력 (3년이상),대졸이상,상시채용,대교,QA,"jira,adobexd,confluence,figma,photoshop,microsoftoffice"
5552,디지털학습 기획 경력직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44591393,경력 (3년이상),대졸이상,상시채용,대교,웹퍼블리셔,"jira,confluence,figma"
5553,2024년도 직원 채용공고(일반행정/전산행정/기계/건축/전기),https://www.jobkorea.co.kr//Recruit/GI_Read/44505273,신입·경력,학력무관,05/09(목),대구농수산물유통관리공사,보안엔지니어,"sql,cad,microsoftoffice,spreadsheets,건축설비기사자격,소방안전관리자자격,워드프레스,전기공사기능사자격"
5554,대동테크 설계 모집(경력자),https://www.jobkorea.co.kr//Recruit/GI_Read/44556530,경력무관,초대졸이상,06/25(화),대동테크,시스템엔지니어,명시되어있지않음
5555,통신·설비 기술현장직 엔지니어모집 공고,https://www.jobkorea.co.kr//Recruit/GI_Read/44356538,경력무관,학력무관,05/31(금),대발통신,네트워크엔지니어,명시되어있지않음
5556,[대보정보통신]정보통신시설물 유지관리 직원 채용(신입 또는 경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44581840,신입·경력,학력무관,05/19(일),대보정보통신㈜,소프트웨어개발자,명시되어있지않음
5557,[대상정보기술] 각 부문별 경력·신입 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44596295,신입·경력,학력무관,06/02(일),대상정보기술㈜,"데이터사이언티스트,앱개발자,프론트엔드개발자,네트워크엔지니어,보안엔지니어,백엔드개발자,웹개발자,소프트웨어개발자,시스템엔지니어,클라우드엔지니어,웹퍼블리셔,DBA,IT컨설팅,데이터엔지니어","abap,java,jsp,sql,sap,erp,cisa자격,cissp자격,isms,fcm,lwc,apex,scm,heroku,configuration"
5558,"정보 보안, 네트워크 시장을 선도하고, 당사의 미래를 리드할 기술직 및 영업직을 공개 채용 모집합니다.",https://www.jobkorea.co.kr//Recruit/GI_Read/44373043,신입·경력 (1년이상),학력무관,상시채용,대신네트웍스㈜,"네트워크엔지니어,보안엔지니어",명시되어있지않음
5559,대전 공공기관 네트워크 유지보수 근무자 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44459692,경력무관,학력무관,05/15(수),대신네트웍스㈜,네트워크엔지니어,명시되어있지않음
5560,IT 헬프데스크 PC 운영 관리,https://www.jobkorea.co.kr//Recruit/GI_Read/44574540,경력무관,학력무관,05/29(수),대신네트웍스㈜,"QA,네트워크엔지니어",window
5561,대전 DBA/DBMJ 엔지니어 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44584122,경력 (3년이상),학력무관,05/30(목),대신네트웍스㈜,"소프트웨어개발자,DBA","oracle,sql"
5562,(대구)공공기관 SI 사업 관리(PL) 경력자 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44602596,경력 (1년이상),학력무관,06/02(일),대신네트웍스㈜,"소프트웨어개발자,웹개발자,네트워크엔지니어","pl,사업관리"
5563,시스템 운영(SM)관리 상주 엔지니어 모집(세종),https://www.jobkorea.co.kr//Recruit/GI_Read/44630018,경력 (6년이상),초대졸이상,05/30(목),대신네트웍스㈜,"시스템엔지니어,네트워크엔지니어","unix,window,linux,cloud,유지보수,서버,hpc,시스템,sm,nwtwork"
5564,2024년 의료기기 인허가(RA/QA) 담당자 모집 - 경력직,https://www.jobkorea.co.kr//Recruit/GI_Read/44439898,경력 (3년이상),초대졸이상(졸업예정자가능),05/11(토),대신엔터프라이즈㈜,QA,명시되어있지않음
5565,현대해상 통신장비 유지관리 및 회선관련업무,https://www.jobkorea.co.kr//Recruit/GI_Read/44557395,경력무관,학력무관,05/26(일),대신정보기술㈜,"시스템엔지니어,네트워크엔지니어",명시되어있지않음
5566,"OA(PC, 프린터 등) 기기관리 인력채용(부산)",https://www.jobkorea.co.kr//Recruit/GI_Read/44483838,신입·경력,학력무관,05/17(금),대신정보통신㈜,"하드웨어개발자,소프트웨어개발자",명시되어있지않음
5567,[상장사]  임베디드 응용 펌웨어 개발직 채용 (경력 2년/5년 이상),https://www.jobkorea.co.kr//Recruit/GI_Read/44194194,경력 (5년이상),초대졸이상,상시채용,대아티아이㈜,"하드웨어개발자,소프트웨어개발자","c,c++"
5568,[상장사] 소프트웨어 개발직 채용 (경력직),https://www.jobkorea.co.kr//Recruit/GI_Read/44291098,경력 (2년이상),초대졸이상,상시채용,대아티아이㈜,소프트웨어개발자,"c,c++,java,python,unix,linux"
5569,전기자동제어 PLC프로그래머(미쯔비시) 직원 채용 합니다.,https://www.jobkorea.co.kr//Recruit/GI_Read/44569611,경력 (3년이상),고졸이상,05/29(수),대영초음파 본사,시스템엔지니어,"hmi,plc"
5570,SW 개발 경력직 채용 (상시),https://www.jobkorea.co.kr//Recruit/GI_Read/44304314,경력,명시되어있지않음,상시채용,대우전자부품,소프트웨어개발자,명시되어있지않음
5571,대원씨티에스(주) 웹개발자 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44497358,경력 (5년이상),초대졸이상,06/17(월),대원씨티에스㈜,웹개발자,"asp.net,css,html,javascript,mssql,rdbms,restapi"
5572,대원씨티에스(주) 신입사원 모집(영업 및 엔지니어),https://www.jobkorea.co.kr//Recruit/GI_Read/44631522,신입,대졸이상,06/07(금),대원씨티에스㈜,"클라우드엔지니어,네트워크엔지니어",명시되어있지않음
5573,연구개발 신입/경력직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44282795,경력무관,초대졸이상(졸업예정자가능),05/20(월),대주씨앤에스㈜,소프트웨어개발자,".net,c,c#,c++,linux,클라우드"
5574,"웹 개발자(CSS,HTML,WEB/MOBILE) 채용",https://www.jobkorea.co.kr//Recruit/GI_Read/44486987,경력 (1년이상),초대졸이상,05/17(금),대한녹용수출입법인,웹개발자,"css,html,javascript,jquery"
5575,[K-디지털/취업유망 취업연계]국비기술교육생모집(AI응용SW개발/CAD·CAM/자동화/전기),https://www.jobkorea.co.kr//Recruit/GI_Read/44298455,경력무관,학력무관대학졸업(예정)자비전공자환영,상시채용,대한상공회의소 광주인력개발원,"프론트엔드개발자,백엔드개발자,소프트웨어개발자,시스템엔지니어,클라우드엔지니어,데이터사이언티스트,데이터엔지니어,블록체인개발자,DBA,머신러닝엔지니어,하드웨어개발자,네트워크엔지니어,앱개발자","python,ml/dl"
5576,"[전액국비,취업연계] [Harman] 세미콘 아카데미-반도체 설계, [Intel] 엣지 AI SW 아카데미 교육생 모집",https://www.jobkorea.co.kr//Recruit/GI_Read/44572488,신입·경력,학력무관,06/29(토),대한상공회의소 서울기술교육센터,"클라우드엔지니어,데이터사이언티스트,데이터엔지니어,DBA,웹퍼블리셔,블록체인개발자,머신러닝엔지니어,하드웨어개발자,보안엔지니어,앱개발자,네트워크엔지니어,게임개발자,프론트엔드개발자,백엔드개발자,소프트웨어개발자,웹개발자,시스템엔지니어","android,c#,hmi,jpa,opencv,spring,sql,arm,avr,jstl,jwt,plc,junit,iot,임베디드시스템,웹서버,alot,인텔엣지"
5577,CADCAM전문가/스마트전기제어/전기설비공사 국비 교육생 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44321520,경력무관,학력무관,상시채용,대한상공회의소인천인력개발원,"하드웨어개발자,시스템엔지니어",hmi
5578,[카카오공식딜러사] (주)대형네트웍스 pos솔루션 프로그램 개발,https://www.jobkorea.co.kr//Recruit/GI_Read/44566205,경력 (2년이상),학력무관,05/29(수),대형네트웍스,"백엔드개발자,소프트웨어개발자,DBA","c#,java,mysql,springboot,windowsserver"
5579,앱 개발자 구인,https://www.jobkorea.co.kr//Recruit/GI_Read/44612031,신입·경력,학력무관,상시채용,댓츠잇㈜,"소프트웨어개발자,프론트엔드개발자","aws,flutter,javascript,python,rdbms"
5580,웹 디자인 / 웹 퍼블리셔 디자이너 채용 - 부산근무(내근직),https://www.jobkorea.co.kr//Recruit/GI_Read/44551991,경력무관,학력무관,05/26(일),더모모스,"웹개발자,웹퍼블리셔","css,html,java,javascript,figma,illustrator,photoshop,ui,ux,컴퓨터활용능력"
5581,[W컨셉] 검색&데이터 개발팀 검색 엔진 개발자,https://www.jobkorea.co.kr//Recruit/GI_Read/44576303,경력 (6년이상),대졸이상,05/31(금),더블유컨셉코리아,"소프트웨어개발자,시스템엔지니어,네트워크엔지니어","aws,java,spring,springboot"
5582,[W컨셉] 프론트엔드개발자 (4년 이상),https://www.jobkorea.co.kr//Recruit/GI_Read/44576381,경력 (4년이상),대졸이상,05/31(금),더블유컨셉코리아,프론트엔드개발자,"javascript,react,typescript,next.js,restapi,ecma"
5583,[W컨셉] 프론트엔드개발팀 백엔드개발자 (4년 이상),https://www.jobkorea.co.kr//Recruit/GI_Read/44576390,경력 (4년이상),대졸이상,05/31(금),더블유컨셉코리아,백엔드개발자,"javascript,react,typescript,next.js,restapi,ecma"
5584,[W컨셉] 백엔드개발팀 백엔드 개발자,https://www.jobkorea.co.kr//Recruit/GI_Read/44576409,경력 (4년이상),대졸이상,05/31(금),더블유컨셉코리아,백엔드개발자,"aws,java,spring,springboot"
5585,[W컨셉] 검색&데이터 개발팀 AI/ML Engineer,https://www.jobkorea.co.kr//Recruit/GI_Read/44576412,경력 (6년이상),대졸이상,05/31(금),더블유컨셉코리아,"DBA,데이터엔지니어,머신러닝엔지니어","aws,java,spring,springboot"
5586,개발업무 프론트앤드직군모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44619141,신입·경력 (1년이상),학력무관,06/06(목),더솔트,"프론트엔드개발자,웹개발자,웹퍼블리셔",명시되어있지않음
5587,PM/PO 프로젝트 오너 및 관리자 채용공고,https://www.jobkorea.co.kr//Recruit/GI_Read/44637620,경력 (5년이상),학력무관,상시채용,더원이엔씨 노무법인,IT컨설팅,"javascript,jira,adobexd,excel,figma,notion,powerpoint,photoshop,워드,asana"
5588,[더조은컴퓨터학원 신촌캠퍼스] [K-디지털] 빅데이터분석 머신러닝과 딥러닝 AI 강의,https://www.jobkorea.co.kr//Recruit/GI_Read/44341448,경력,대졸이상,05/28(화),더조은아카데미신촌지점,"데이터사이언티스트,데이터엔지니어,머신러닝엔지니어","keras,python,sql,tensorflow,빅데이터,인공지능,딥러닝"
5589,[더조은컴퓨터아카데미 신촌캠퍼스] AWS 클라우드 활용 자바 웹 개발 강사 구인,https://www.jobkorea.co.kr//Recruit/GI_Read/44459368,경력,대졸이상,06/14(금),더조은아카데미신촌지점,"백엔드개발자,웹개발자,클라우드엔지니어","aws,docker,java,jenkins,kubernetes,mysql,oracle,react,springboot,풀스택"
5590,"[더조은컴퓨터 강남] 근로자 직업훈련(주말) 프로그래밍(JAVA, C, C++) 기초 분야 강사 모집",https://www.jobkorea.co.kr//Recruit/GI_Read/44619902,경력,학력무관,06/06(목),더조은컴퓨터아카데미,웹개발자,"c,c++,java,gpt"
5591,[더조은컴퓨터학원 춘천점] 웹디자인/웹퍼블리셔 분야 강사님 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44562355,경력무관,초대졸이상,05/31(금),더조은컴퓨터아트학원,"프론트엔드개발자,웹퍼블리셔","css3,html5,javascript,illustrator,photoshop"
5592,"[더조은컴퓨터 구로캠퍼스] 빅데이터(파이썬), AI(머신러닝,딥러닝) 강사 채용",https://www.jobkorea.co.kr//Recruit/GI_Read/44282079,경력무관,학력무관,05/20(월),더조은컴퓨터학원,"데이터엔지니어,머신러닝엔지니어","kafka,keras,python,pytorch,scipy,sql,tensorflow"
5593,[외국계Qt Group]  Solutions Engineer 솔루션 엔지니어 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44491475,경력,대졸이상,06/17(월),더큐티컴파니 유한회사,"QA,소프트웨어개발자,IT컨설팅","qt,gui,qa,3d,software,2d,framework,3dc++"
5594,자바(JAVA) 훈련교강사 채용합니다.,https://www.jobkorea.co.kr//Recruit/GI_Read/44356362,신입·경력 (1년이상),초대졸이상,05/12(일),더휴먼컴퓨터아트아카데미,소프트웨어개발자,명시되어있지않음
5595,"[연구소] 회로설계, 하드웨어(H/W) 엔지니어 경력자 채용",https://www.jobkorea.co.kr//Recruit/GI_Read/44448017,경력 (4년이상),대졸이상,05/12(일),덕산메카시스㈜,시스템엔지니어,"orcad,pads,임베디드하드웨어,artwork,stm"
5596,신입 및 경력직 웹 개발자 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44365809,신입·경력 (2년이상),학력무관,06/01(토),데브랩㈜,웹개발자,"asp,ajax,api,css,css3,html,html5,mssql,mysql,php"
5597,[마비노기모바일] 콘텐츠 전투 기획자 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44246449,경력무관,학력무관,05/17(금),데브캣,게임개발자,명시되어있지않음
5598,[마비노기모바일] 레벨 디자이너 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44282637,경력 (2년이상),학력무관,05/20(월),데브캣,게임개발자,명시되어있지않음
5599,[마비노기모바일] 시스템 디자이너 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44359053,경력 (3년이상),학력무관,05/31(금),데브캣,게임개발자,명시되어있지않음
5600,[마비노기모바일] UX 기획자 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44426623,경력 (3년이상),학력무관,06/08(토),데브캣,게임개발자,명시되어있지않음
5601,[마비노기모바일] 경제 밸런스 및 유료화 기획자 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44518501,경력 (2년이상),학력무관,06/21(금),데브캣,게임개발자,명시되어있지않음
5602,[마비노기모바일] 게임 프로그래머 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44518516,경력무관,학력무관,06/21(금),데브캣,게임개발자,명시되어있지않음
5603,[데이셀코스메틱] 웹디자이너 경력직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44583312,경력 (2년이상),초대졸이상,05/30(목),데이셀코스메틱㈜,웹퍼블리셔,"css,html,figma,illustrator,indesign,photoshop"
5604,S/W 품질보증/관리 QA/QC 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44190470,경력 (2년이상),학력무관,상시채용,데이타커맨드,QA,"api,aws,docker,kubernetes,msa,postgresql,shellscript,linux,cloud,vmware"
5605,[덴앤택] PC 조립 및 재고관리 / 의료기기 설치,https://www.jobkorea.co.kr//Recruit/GI_Read/44246535,경력무관,학력무관,상시채용,덴앤택,네트워크엔지니어,명시되어있지않음
5606,전문계약직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44601258,경력 (5년이상),학력무관,05/09(목),도로교통공단,시스템엔지니어,명시되어있지않음
5607,도미노피자 각 부문(자회사 포함) 공개 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44578980,신입·경력,대졸이상,05/31(금),도미노피자(청오디피케이),"백엔드개발자,프론트엔드개발자",명시되어있지않음
5608,"유통 SI 개발자 채용 (C#, JAVA, POS)",https://www.jobkorea.co.kr//Recruit/GI_Read/44361627,경력 (5년이상),대졸이상,상시채용,도시바글로벌커머스솔루션즈코리아㈜,"앱개발자,소프트웨어개발자,웹개발자","api,c#,git,html5,java,javascript,jenkins,jquery,oracle,pos"
5609,유통 SI PM 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44361643,경력 (10년이상),대졸이상,상시채용,도시바글로벌커머스솔루션즈코리아㈜,"웹개발자,DBA","c#,java"
5610,2024년 경력직 프론트엔드 개발자 모집합니다.,https://www.jobkorea.co.kr//Recruit/GI_Read/44470209,경력 (1년이상),대졸이상,05/16(목),돔팸,프론트엔드개발자,"aws,css3,html5,javascript,react,reactjs,vue.js,firebase,nuxt.js,next.js"
5611,하드웨어 엔지니어 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44569047,경력무관,초대졸이상,05/29(수),동광전자㈜,하드웨어개발자,명시되어있지않음
5612,[동국제강그룹] 동국시스템즈 각 부문별 경력 및 인턴사원(채용연계형) 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44581737,신입·경력,대졸이상(졸업예정자가능),05/10(금),동국시스템즈㈜,"백엔드개발자,웹개발자,시스템엔지니어,클라우드엔지니어,머신러닝엔지니어,네트워크엔지니어,프론트엔드개발자",명시되어있지않음
5613,동성제약 전산실 신입/경력사원 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44587668,신입·경력 (1년이상),대졸이상(졸업예정자가능),05/14(화),동성제약㈜,"네트워크엔지니어,웹개발자,시스템엔지니어","bootstrap,db2,java,springboot,erp,utm,vmware"
5614,전산기획 팀원 신입 / 경력 정규직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44432500,신입·경력 (3년이상),대졸이상(졸업예정자가능),05/11(토),동아전기부품㈜,"네트워크엔지니어,시스템엔지니어",명시되어있지않음
5615,전산관리 경력직 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44592822,경력 (2년이상),초대졸이상,07/01(월),동양산전㈜,시스템엔지니어,명시되어있지않음
5616,부산 - RPA 장기운영,https://www.jobkorea.co.kr//Recruit/GI_Read/44434494,경력 (5년이상),초대졸이상,05/11(토),동양정보서비스㈜,"소프트웨어개발자,웹개발자,앱개발자","c#,java,javascript,vba"
5617,HACCP 품질관리 신입/ 경력직 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44593667,경력,초대졸이상,06/01(토),동우 씨엔에프,QA,명시되어있지않음
5618,[프리랜서] 국립암센터 병원정보시스템 운영(진료지원),https://www.jobkorea.co.kr//Recruit/GI_Read/44556226,경력 (1년이상),학력무관,05/26(일),동은정보기술㈜,소프트웨어개발자,".net,c#,oracledb,visualbasic"
5619,[프리랜서] 순천향대 중앙의료원 IT 인프라 운영/유지보수,https://www.jobkorea.co.kr//Recruit/GI_Read/44579448,경력 (5년이상),학력무관,05/30(목),동은정보기술㈜,소프트웨어개발자,".net,c#,oracledb,visualbasic"
5620,국립중앙의료원 IT 인프라 운영/유지보수,https://www.jobkorea.co.kr//Recruit/GI_Read/44594709,경력 (1년이상),학력무관,06/01(토),동은정보기술㈜,소프트웨어개발자,".net,c#,oracledb,visualbasic"
5621,[가산디지털단지/정규직] JSP 개발자 경력자 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44525547,경력,학력무관,05/23(목),동호에이치알㈜,"네트워크엔지니어,시스템엔지니어",명시되어있지않음
5622,동화그룹 신입/경력사원 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44529565,신입·경력 (2년이상) 직무별상이,고졸이상직무별상이,05/10(금),동화기업㈜,"보안엔지니어,소프트웨어개발자","abap,erp,비즈니스영어,영어,일본어,중국어,cppg자격,opic,toeic,toeicspeaking,운전면허,정보보안기사자격"
5623,[두나무] 보안 모니터링 담당자,https://www.jobkorea.co.kr//Recruit/GI_Read/44585237,경력 (5년이상),학력무관,06/29(토),두나무,보안엔지니어,명시되어있지않음
5624,[국기] 프론트엔드&백엔드 개발자 과정 강사 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44258895,경력 (5년이상),대졸이상,05/18(토),두드림컴퓨터아카데미,"프론트엔드개발자,백엔드개발자","css3,html5,java,javascript,jquery,jsp,python,reactjs,spring,풀스택"
5625,두레생협연합회 전산팀 시스템운영 담당자 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44490495,경력 (2년이상),초대졸이상,상시채용,두레생협연합회,웹개발자,"asp,java,jsp,sql"
5626,"[사당]업무프로그램 유지보수 개발자(XPLATFORM, OZ Report) 채용",https://www.jobkorea.co.kr//Recruit/GI_Read/44366233,경력 (2년이상),초대졸이상,05/31(금),두루엔케이션㈜,"웹개발자,소프트웨어개발자","java,jsp"
5627,로봇 응용 프로그램 개발자  / 경력 및 신입 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44426256,신입·경력 (2년이상),학력무관,상시채용,두림야스카와㈜,"웹개발자,소프트웨어개발자",명시되어있지않음
5628,24년(상) 경력직 채용(4차),https://www.jobkorea.co.kr//Recruit/GI_Read/44595147,경력,명시되어있지않음,05/19(일),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5629,24년(상) 경력직 채용(4차) - FA,https://www.jobkorea.co.kr//Recruit/GI_Read/44595193,경력,대졸이상,05/19(일),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5630,24년(상) 경력직 채용(4차) - Compliance,https://www.jobkorea.co.kr//Recruit/GI_Read/44595202,경력,대졸이상,06/19(수),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5631,24년(상) 경력직 채용(4차) - 이커머스 프론트엔드 개발자,https://www.jobkorea.co.kr//Recruit/GI_Read/44595216,경력,명시되어있지않음,05/19(일),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5632,24년(상) 경력직 채용(4차) - PM,https://www.jobkorea.co.kr//Recruit/GI_Read/44595224,경력,명시되어있지않음,05/19(일),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5633,24년(상) 경력직 채용(4차) - 엔지니어(HW),https://www.jobkorea.co.kr//Recruit/GI_Read/44595245,경력,명시되어있지않음,05/19(일),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5634,24년(상) 경력직 채용(4차) - 엔지니어(SW),https://www.jobkorea.co.kr//Recruit/GI_Read/44595254,경력,명시되어있지않음,05/19(일),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5635,24년(상) 경력직 채용(4차) - 구매,https://www.jobkorea.co.kr//Recruit/GI_Read/44595274,경력,명시되어있지않음,05/19(일),두산로보틱스,"프론트엔드개발자,소프트웨어개발자",명시되어있지않음
5636,블록체인/Web3 인큐베이팅 리서치 채용 연계 인턴 (by Encoding Labs),https://www.jobkorea.co.kr//Recruit/GI_Read/44425168,경력무관,학력무관,상시채용,두승㈜,IT컨설팅,명시되어있지않음
5637,[자동차 에어컨용] 인버터 검증 신규인원 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44597102,경력 (4년이상),대졸이상,상시채용,두원중공업㈜,"하드웨어개발자,소프트웨어개발자",명시되어있지않음
5638,"반도체 장비제어 SW개발&유지보수 담당자(C#, C++)",https://www.jobkorea.co.kr//Recruit/GI_Read/44480212,신입·경력,학력무관,06/16(일),두플,"소프트웨어개발자,시스템엔지니어","c#,c++"
5639,반도체 장비의 공정 데이터 분석 시스템 개발자(Python),https://www.jobkorea.co.kr//Recruit/GI_Read/44487313,경력 (5년이상),학력무관,06/16(일),두플,"데이터사이언티스트,데이터엔지니어,머신러닝엔지니어","django,flask,java,python,fastapi,mlops"
5640,백엔드 소프트웨어 엔지니어,https://www.jobkorea.co.kr//Recruit/GI_Read/44200195,경력 (3년이상),학력무관,05/11(토),두핸즈,백엔드개발자,"aws,docker,javascript,kubernetes,mysql,node.js,redis,typescript,nest.js,postgres"
5641,프론트엔드 소프트웨어 엔지니어,https://www.jobkorea.co.kr//Recruit/GI_Read/44200262,경력 (3년이상),학력무관,05/11(토),두핸즈,프론트엔드개발자,"aws,css,react,typescript,mobx,nest.js,next.js,scss,restfulapi"
5642,[본사] 전산시스템 개발 및 유지보수,https://www.jobkorea.co.kr//Recruit/GI_Read/44591177,경력무관,초대졸이상,05/31(금),듀오정보㈜,"소프트웨어개발자,시스템엔지니어,DBA,앱개발자,네트워크엔지니어","delphi,mssql"
5643,SAP PP 컨설턴트 및 ABAP 개발자 모십니다.,https://www.jobkorea.co.kr//Recruit/GI_Read/44475281,경력 (6년이상),학력무관,05/16(목),드리미소프트㈜,백엔드개발자,"abap,sappp"
5644,[SM엔터계열사] 드림메이커 웹개발자 및 퍼블리셔 경력직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44422074,경력,학력무관,05/09(목),드림메이커 엔터테인먼트 리미티드,"웹개발자,웹퍼블리셔","api,css3,git,java,javascript,jquery,restapi,asp.netcore"
5645,시스템 구축 및 운영 사업을 같이 할 직원을 찾습니다.,https://www.jobkorea.co.kr//Recruit/GI_Read/44485527,경력 (3년이상),초대졸이상,05/31(금),드림아이씨티㈜,"시스템엔지니어,네트워크엔지니어","ccna,linux,redhatsoftware,vmware,정보처리기사자격,정보처리산업기사자격"
5646,전장 제어기 소프트웨어 개발,https://www.jobkorea.co.kr//Recruit/GI_Read/44304913,경력 (6년이상),대졸이상,05/24(금),드림에이스,"백엔드개발자,소프트웨어개발자","c,aspice,mcu"
5647,임베디드 소프트웨어 Application개발,https://www.jobkorea.co.kr//Recruit/GI_Read/44304937,경력 (3년이상),대졸이상,05/24(금),드림에이스,"백엔드개발자,소프트웨어개발자","c++,flutter,qt,aspice"
